Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Defaulter_Flag
132417,26,5,4,M,Married,375.727011,1
191111,22,5,4,M,Single,622.1645176,1
124726,70,49,4,M,Married,40.76967803,0
108690,35,17,4,M,Married,438.1548553,1
198860,22,5,4,M,Married,337.3874253,1
190247,28,10,4,M,Married,321.5327656,1
111388,16,0,4,M,Married,267.9816964,0
145450,48,29,4,M,Single,399.4958264,1
112234,17,0,4,F,Married,305.5204447,1
182659,68,47,4,M,Married,204.2376448,0
108359,20,3,4,F,Single,761.1355832,1
199644,29,8,4,M,Married,323.3243513,1
179023,25,7,4,M,Married,581.7991773,1
148072,23,6,4,M,Married,475.862397,1
133632,56,38,4,M,Single,529.3321479,1
163511,19,0,4,F,Single,280.4403218,0
191725,64,47,4,F,Single,110.2807929,0
113620,41,21,4,F,Single,477.5895786,1
185076,53,36,4,M,Single,790.2309083,1
126822,61,41,4,M,Single,417.9111891,1
177471,68,48,4,M,Married,394.213779,1
128673,33,12,4,M,Married,490.0355162,1
184991,22,3,4,M,Single,878.7386362,1
162049,70,53,4,M,Single,37.08766322,0
149732,18,1,4,M,Single,967.2427229,1
173148,66,48,4,M,Married,332.5152365,1
147408,60,41,4,F,Married,31.24657297,0
119956,20,3,4,F,Single,553.4820444,1
114832,61,42,4,F,Single,201.5009295,0
120287,62,42,4,F,Married,144.1073474,0
162599,19,1,4,F,Married,177.4671892,0
140630,37,20,4,M,Married,369.5853726,1
151322,28,10,4,M,Single,901.8141232,1
104505,67,50,4,F,Single,214.6759856,0
198920,65,46,4,F,Single,243.8226255,0
101681,21,2,4,F,Single,490.7404258,1
146071,39,20,4,M,Single,409.8641991,1
151297,61,44,4,M,Married,108.0378484,0
189548,24,5,4,M,Married,494.8396278,1
103001,20,2,4,M,Married,517.381102,1
189873,26,5,4,F,Single,454.9421894,1
112627,64,45,4,M,Single,88.61306666,0
181875,56,39,4,F,Single,331.1692166,1
177461,64,43,4,F,Married,58.70979023,0
129218,33,13,4,M,Single,380.1495652,1
196398,37,18,4,M,Married,622.9318655,1
146082,69,48,4,F,Single,140.8914396,0
158437,20,3,4,F,Married,244.8310746,0
120939,36,17,4,F,Married,200.0321643,0
125118,61,40,4,M,Married,210.4615775,0
107717,62,42,4,M,Married,312.3915256,1
185622,16,0,4,F,Single,345.0605119,1
184298,68,48,4,M,Married,54.27492999,0
199602,63,45,4,F,Single,223.7955877,0
159409,63,45,4,M,Single,134.4660797,0
174530,21,3,4,M,Married,1297.739892,1
122573,51,31,4,M,Single,432.6065462,1
124551,38,20,4,F,Married,346.8394825,1
190921,16,0,4,M,Single,1119.340454,1
101446,44,24,4,F,Single,406.5101689,1
128925,20,1,4,F,Single,1549.236462,1
186462,18,0,4,F,Married,411.6126174,1
195208,69,48,4,F,Married,176.2240353,0
100094,51,30,4,M,Married,411.4866939,1
104006,22,5,4,M,Married,306.3150769,1
177328,16,0,4,M,Single,606.8939997,1
136771,24,7,4,M,Married,572.5681386,1
161381,22,4,4,M,Single,771.3682045,1
115853,19,1,4,F,Married,257.9728994,0
150930,58,37,4,F,Single,874.0454331,1
197533,17,0,4,M,Married,263.5806493,0
199788,25,7,4,M,Married,895.8863582,1
183997,67,50,4,F,Single,41.08219521,0
126540,52,32,4,M,Married,328.2961076,1
192512,29,12,4,M,Married,376.8424395,1
155514,47,27,4,F,Single,512.7147153,1
163695,60,43,4,M,Single,97.80988885,0
117038,59,38,4,F,Single,395.7263244,1
119863,19,1,4,M,Single,799.9744139,1
175044,30,10,4,M,Single,407.6963193,1
122982,32,12,4,F,Married,351.0086366,1
124138,24,7,4,M,Married,202.8604871,0
181271,16,0,4,M,Married,380.723096,1
115121,70,49,4,F,Married,77.99627349,0
173703,20,3,4,F,Married,325.5778853,1
133592,64,45,4,F,Married,152.1742871,0
143348,24,5,4,F,Married,330.1472651,1
165781,25,7,4,M,Single,701.7830967,1
121712,43,25,4,F,Married,369.5478749,1
111725,18,0,4,M,Married,183.7710119,0
124116,65,45,4,M,Single,182.8816086,0
127574,22,3,4,M,Married,169.2278782,0
186995,34,16,4,M,Single,453.4172473,1
130871,21,3,4,M,Single,835.9234667,1
167652,25,7,4,M,Single,871.3147058,1
149191,21,2,4,F,Married,395.228496,1
106862,16,0,4,F,Married,318.5084006,1
106081,18,1,4,F,Married,498.9931769,1
186207,36,19,4,M,Single,251.9122772,0
198862,23,4,4,M,Single,778.543894,1
157143,55,38,4,M,Single,313.0968221,1
109603,17,0,4,M,Married,769.569766,1
181441,18,0,4,M,Married,368.4986693,1
137858,52,34,4,M,Single,707.9965208,1
121735,63,45,4,F,Single,242.881342,0
145159,59,41,4,M,Married,388.9232682,1
155432,63,42,4,M,Married,290.6463151,0
110718,56,37,4,F,Single,379.1802773,1
131350,65,46,4,M,Single,46.63437622,0
106648,60,42,4,M,Married,74.03704187,0
186734,54,37,4,M,Single,488.2994065,1
122173,37,20,4,F,Married,270.0050947,0
155271,37,20,4,F,Single,457.2530171,1
145976,68,47,4,F,Single,34.55719926,0
110551,44,23,4,M,Married,557.5516972,1
105910,43,23,4,F,Single,165.679963,0
133177,66,46,4,M,Single,68.2039752,0
100642,63,44,4,M,Single,36.41125918,0
115787,28,8,4,M,Married,488.1996322,1
168017,68,51,4,M,Single,55.36811306,0
134645,16,0,4,M,Married,613.3288072,1
159494,27,9,4,M,Married,401.657943,1
141044,17,0,4,F,Married,342.6813578,1
145475,63,43,4,F,Single,214.4701092,0
153318,20,3,4,F,Single,453.5753348,1
120982,67,49,4,M,Married,363.7838029,1
128836,67,46,4,M,Married,312.1924883,1
157610,37,18,4,F,Single,213.0291996,0
145568,25,7,4,M,Married,308.7451306,1
113175,20,2,4,F,Married,270.895184,0
177648,21,4,4,F,Single,554.9500925,1
166282,52,34,4,M,Married,330.9141175,1
102772,23,6,4,F,Married,163.7824754,0
165586,33,12,4,F,Single,723.9313513,1
155937,67,47,4,F,Married,130.6352895,0
162946,16,0,4,M,Married,200.3590918,0
105504,18,0,4,M,Single,781.8003476,1
163691,21,4,4,F,Married,245.2963139,0
115058,61,40,4,F,Married,50.68790597,0
183861,20,3,4,F,Single,635.7349774,1
111279,33,16,4,F,Married,388.6614615,1
157957,64,43,4,F,Single,322.2242639,1
186218,21,2,4,F,Single,219.7394077,0
146674,16,0,4,M,Single,1109.628396,1
163758,64,45,4,F,Married,38.5875034,0
131455,23,6,4,F,Single,549.7817678,1
167635,25,7,4,M,Single,1368.54557,1
151991,16,0,4,M,Married,382.9730687,1
147882,63,43,4,M,Single,285.9694186,0
123554,23,4,4,F,Married,298.9305038,0
177861,68,47,4,F,Single,218.7703356,0
100526,69,48,4,F,Married,157.8040424,0
193446,70,51,4,F,Married,99.97282631,0
141158,48,29,4,F,Single,374.6222191,1
118206,26,7,4,M,Married,680.2711562,1
155080,24,7,4,F,Single,708.9236538,1
174525,69,52,4,F,Married,171.1947519,0
108190,21,4,4,M,Single,745.3988008,1
114111,23,5,4,M,Single,472.2269678,1
134418,16,0,4,M,Single,700.4517323,1
132293,42,23,4,F,Single,778.45885,1
112181,24,5,4,M,Married,527.1154549,1
110113,45,26,4,F,Single,168.3363531,0
156024,67,50,4,F,Single,41.58975302,0
179032,21,4,4,M,Single,966.8027841,1
166296,61,44,4,F,Married,66.45717733,0
123990,690,49,4,F,Single,346.0410754,1
100073,51,30,4,M,Married,181.5434522,0
196413,23,4,4,F,Single,555.6394366,1
106938,25,6,4,F,Married,340.5355528,1
106099,26,6,4,F,Single,279.8312708,0
144626,62,43,4,F,Single,42.54588433,0
186554,45,28,4,F,Single,391.2879304,1
190465,65,44,4,F,Married,47.86517271,0
177885,68,47,4,F,Married,323.3339868,1
131965,27,7,4,M,Single,524.0742274,1
174285,51,31,4,M,Single,465.5054531,1
144624,28,8,4,M,Married,376.705297,1
117760,53,34,4,F,Single,396.7072453,1
188845,63,44,4,M,Single,433.7320858,1
105193,37,20,4,M,Married,409.6414329,1
109984,37,18,4,M,Single,759.2695883,1
184721,19,2,4,M,Married,1144.362889,1
104232,25,7,4,M,Single,572.8837682,1
192640,24,6,4,F,Married,329.5041121,1
116144,60,40,4,M,Single,218.8113795,0
154541,48,28,4,M,Single,444.1549303,1
136282,62,44,4,M,Single,392.6550953,1
100081,16,0,4,F,Married,339.0782084,1
123531,38,19,4,F,Single,499.9388563,1
181412,67,48,4,F,Single,138.0062197,0
174349,43,25,4,M,Single,454.5790551,1
189270,21,4,4,M,Married,634.9963839,1
196404,64,47,4,M,Single,373.2124307,1
116488,35,16,4,M,Single,454.4616625,1
111217,51,34,4,M,Single,574.9018743,1
121318,22,4,4,F,Married,223.6058931,0
126295,16,0,4,F,Married,298.0911559,0
188388,34,13,4,F,Single,474.2729374,1
157328,19,0,4,F,Married,233.4680003,0
133745,16,0,4,M,Single,778.2249222,1
161775,63,46,4,M,Married,241.281305,0
186736,25,8,4,F,Married,349.4449791,1
143538,56,38,4,F,Married,310.0303143,1
104782,29,8,4,F,Married,323.1856434,1
192953,66,45,4,F,Single,143.6529969,0
190521,21,4,4,F,Married,223.4801671,0
104617,67,50,4,F,Married,178.7059053,0
100606,44,27,4,M,Married,539.5374638,1
121210,22,3,4,F,Single,530.7000455,1
130624,19,0,4,F,Single,470.8143033,1
134670,64,45,4,F,Married,86.49540823,0
128282,64,43,4,M,Single,384.452464,1
178477,48,28,4,F,Single,422.6596933,1
122611,50,33,4,M,Married,350.8148488,1
162092,30,10,4,M,Married,253.0046386,0
179614,33,16,4,M,Married,345.1048901,1
154100,36,16,4,M,Married,587.8348869,1
190594,19,0,4,F,Married,218.2815363,0
125000,24,6,4,M,Single,1091.162554,1
146514,19,1,4,M,Single,936.5582036,1
166534,38,17,4,F,Married,266.8677973,0
157414,70,50,4,F,Married,193.7024626,0
144262,46,28,4,M,Married,298.3104064,0
162269,45,27,4,M,Married,356.6566289,1
107487,48,29,4,F,Married,359.6133215,1
176401,66,49,4,F,Single,44.949165,0
165353,69,52,4,M,Married,86.88355432,0
195497,66,45,4,F,Single,83.72879492,0
199047,62,42,4,M,Single,261.7209216,0
195120,68,47,4,F,Single,239.9516656,0
185068,70,52,4,M,Single,487.4054935,1
106944,67,48,4,M,Married,59.42698007,0
176721,41,20,4,F,Single,462.5024015,1
158545,36,18,4,F,Single,451.4545471,1
169944,17,0,4,F,Married,272.2854661,0
183680,38,20,4,M,Married,377.9346584,1
189580,66,46,4,M,Single,214.342541,0
153251,47,30,4,F,Married,344.5877953,1
137758,41,22,4,M,Married,266.1462605,0
183958,60,39,4,F,Married,281.4717512,0
124294,70,53,4,F,Single,336.8198933,1
131180,23,6,4,M,Single,500.059073,1
154895,52,31,4,F,Married,252.6448131,0
125528,33,14,4,M,Single,468.5610259,1
123784,19,2,4,M,Single,1125.801015,1
182514,64,47,4,F,Single,133.2210934,0
192390,45,25,4,M,Married,350.5132525,1
151348,41,20,4,F,Single,268.3231338,0
128625,32,13,4,M,Single,508.4851291,1
113778,27,10,4,F,Married,314.6883094,1
168168,45,28,4,M,Single,226.1603243,0
199651,27,9,4,M,Single,378.2870801,1
139084,58,41,4,M,Single,411.7883391,1
100946,53,33,4,F,Single,397.806322,1
132218,38,19,4,M,Single,210.3512655,0
126867,67,50,4,M,Married,105.1953427,0
192764,30,13,4,F,Single,641.0927553,1
124181,16,0,4,F,Married,300.6688027,1
191067,20,1,4,M,Married,524.7778553,1
175654,49,28,4,M,Married,730.5001882,1
143279,23,4,4,M,Married,567.2643283,1
109456,47,26,4,F,Married,646.6960826,1
193900,60,39,4,M,Married,89.57334772,0
122111,41,20,4,F,Single,279.5460828,0
195811,19,0,4,M,Single,559.0337155,1
137319,22,4,4,F,Single,722.9855694,1
137905,100,49,4,M,Single,351.479994,1
161014,58,41,4,M,Married,171.6787836,0
159455,65,45,4,F,Single,110.4387776,0
176568,61,44,4,F,Single,216.9420344,0
127667,17,0,4,F,Married,321.8444221,1
172087,57,39,4,F,Married,628.4233997,1
143528,60,41,4,M,Married,192.6938225,0
182579,22,4,4,M,Single,997.2445349,1
147174,70,50,4,F,Married,149.458186,0
172669,58,37,4,M,Married,280.7864789,0
118556,62,42,4,F,Married,69.6618494,0
120204,41,20,4,M,Married,361.5262011,1
162861,19,0,4,F,Single,654.2606407,1
174558,60,43,4,M,Married,111.6783922,0
173480,48,28,4,F,Married,327.8850451,1
139864,68,50,4,F,Single,196.4903654,0
192294,69,50,4,F,Single,125.9758822,0
198197,25,6,4,F,Married,160.5397728,0
141130,19,1,4,F,Single,388.9394613,1
173555,60,39,4,F,Single,439.6718132,1
195314,21,4,4,F,Single,278.0756923,0
166646,27,7,4,M,Single,323.1131684,1
198522,58,40,4,M,Single,313.6963702,1
148471,33,13,4,F,Single,231.4087613,0
123426,22,5,4,M,Single,467.4324169,1
126653,54,35,4,M,Single,627.4470266,1
148101,19,2,4,F,Married,340.5823945,1
130937,51,33,4,F,Single,442.088138,1
155173,61,42,4,M,Married,136.6014107,0
152724,23,5,4,F,Single,700.8223472,1
148000,54,35,4,F,Single,482.9441626,1
113117,34,13,4,F,Single,283.3004662,0
169087,67,50,4,M,Married,114.3150713,0
193857,59,42,4,M,Married,212.2194107,0
114711,39,22,4,F,Married,238.9538651,0
153245,38,20,4,M,Married,341.7410458,1
197812,31,14,4,F,Single,452.5507926,1
129251,57,39,4,M,Single,474.8023125,1
150611,51,32,4,F,Married,334.3324841,1
136422,68,49,4,M,Married,669.1036894,1
125926,36,17,4,F,Married,336.6827739,1
134751,56,37,4,F,Married,390.9509227,1
132670,38,21,4,M,Single,828.1457095,1
121194,66,47,4,F,Single,41.84070321,0
129558,57,38,4,M,Single,442.8722012,1
185826,67,48,4,F,Single,28.51860588,0
112296,36,18,4,M,Single,457.5852066,1
137050,53,36,4,M,Single,440.8848186,1
185494,49,30,4,M,Single,419.2073391,1
173469,58,41,4,M,Married,317.8837177,1
142730,18,0,4,M,Married,313.2976091,1
171108,63,44,4,M,Married,281.6387779,0
135829,18,0,4,M,Married,608.2213981,1
138982,66,46,4,F,Single,593.9165336,1
118235,25,7,4,M,Married,361.0933392,1
169548,41,23,4,M,Married,292.866565,0
198258,70,52,4,F,Married,110.764513,0
126210,26,9,4,M,Married,310.3356728,1
170192,45,24,4,M,Single,691.0362156,1
159509,62,44,4,M,Single,296.0247801,0
143483,59,42,4,M,Single,454.9585533,1
140660,24,7,4,F,Single,694.1400539,1
164401,25,8,4,M,Married,231.0028611,0
118616,50,29,4,F,Married,379.1346056,1
149064,25,6,4,F,Married,218.4827576,0
164592,22,3,4,M,Single,1175.319784,1
183751,16,0,4,M,Married,422.5263359,1
167649,19,0,4,M,Married,297.4673372,0
164654,23,4,4,F,Single,322.2788795,1
121304,68,47,4,M,Married,36.23159236,0
195325,33,14,4,F,Married,342.5903152,1
178660,16,0,4,F,Married,206.8778665,0
184508,40,20,4,M,Married,366.9648887,1
194603,64,47,4,M,Married,240.3289721,0
134039,23,4,4,F,Married,199.4459329,0
131753,60,42,4,M,Married,59.24040111,0
163539,68,47,4,M,Married,375.1919183,1
139883,61,42,4,M,Single,184.9221483,0
169958,62,43,4,F,Single,216.1005343,0
162564,69,50,4,F,Single,49.66980511,0
138635,19,1,4,M,Single,973.9247055,1
163252,60,39,4,M,Married,284.5710122,0
123435,50,33,4,M,Single,437.7636042,1
116900,40,20,4,F,Married,308.5336043,1
112474,39,19,4,F,Single,366.3004751,1
110267,36,17,4,F,Married,422.2094254,1
167788,53,35,4,F,Single,437.9194858,1
129060,25,8,4,M,Single,1020.092166,1
118242,65,46,4,M,Married,208.1482744,0
114754,23,6,4,M,Married,425.2231669,1
129417,20,3,4,M,Married,410.5109323,1
102840,53,36,4,M,Married,382.7331096,1
118590,56,35,4,F,Single,868.2423373,1
131625,41,23,4,M,Single,573.5862881,1
139868,23,4,4,M,Married,755.8973259,1
109389,56,35,4,F,Single,438.0690014,1
137312,63,45,4,M,Married,256.7659327,0
161975,60,41,4,F,Single,32.4096623,0
156747,65,44,4,M,Single,111.3796145,0
130817,68,48,4,M,Married,65.36114567,0
190451,39,21,4,F,Single,727.4062496,1
188399,68,48,4,F,Single,307.4119981,1
112671,40,22,4,M,Single,427.7195464,1
171377,33,13,4,M,Married,657.4021385,1
165481,17,0,4,M,Married,222.9376199,0
100314,33,16,4,F,Single,432.2238432,1
186299,65,47,4,M,Married,21.31311833,0
191999,17,0,4,M,Married,489.8625991,1
176766,69,52,4,M,Married,40.09194914,0
176039,65,46,4,F,Single,77.12915746,0
184963,63,45,4,F,Married,239.1191156,0
178658,44,23,4,F,Married,287.0759822,0
188219,22,4,4,M,Single,1050.53842,1
126972,63,44,4,F,Married,189.0105214,0
123835,58,41,4,M,Married,391.9557976,1
177919,29,9,4,F,Married,486.7930053,1
178971,54,33,4,M,Single,812.388498,1
101495,65,44,4,F,Single,54.82996678,0
142865,35,16,4,M,Married,524.1141209,1
190534,21,2,4,F,Married,202.1352795,0
137402,35,18,4,F,Married,312.5287596,1
111070,22,5,4,M,Married,546.8840089,1
157733,56,37,4,M,Single,657.3356664,1
154239,21,3,4,F,Married,403.1786444,1
178873,60,40,4,M,Married,285.1611597,0
172053,34,17,4,F,Single,419.1292879,1
104035,45,27,4,F,Single,383.9529906,1
181264,67,47,4,F,Married,333.4236021,1
108791,62,44,4,M,Married,40.96079291,0
180435,17,0,4,F,Married,173.1951407,0
134752,54,37,4,F,Single,236.6637807,0
178800,39,20,4,F,Married,295.7260312,0
138087,63,45,4,M,Single,383.5706642,1
126647,64,44,4,M,Single,227.7282693,0
195023,18,0,4,M,Single,927.7630189,1
149672,59,39,4,M,Married,473.3197121,1
189954,19,0,4,F,Single,623.740872,1
146590,65,48,4,F,Married,48.71728852,0
197837,29,11,4,M,Single,631.5946979,1
161542,22,3,4,M,Single,1289.983352,1
139464,32,12,4,F,Single,383.6844203,1
147012,65,47,4,M,Single,611.5439852,1
190606,38,19,4,M,Single,668.2032758,1
115759,23,4,4,F,Single,260.7504228,0
170345,41,22,4,F,Single,166.1953416,0
161806,47,30,4,F,Married,115.1744809,0
157158,64,45,4,M,Married,43.37500608,0
182091,20,2,4,F,Single,585.1896968,1
198843,38,21,4,F,Single,299.6722412,0
126952,28,10,4,M,Single,394.9000223,1
150218,58,39,4,F,Married,344.2672179,1
115174,69,48,4,M,Married,258.1710632,0
103525,20,3,4,M,Single,1848.845387,1
161811,21,4,4,F,Single,898.1259855,1
158891,68,48,4,M,Single,525.898743,1
138631,20,1,4,F,Single,774.1602653,1
110232,22,5,4,F,Married,419.8804724,1
150328,39,21,4,M,Single,419.6725481,1
184172,70,53,4,F,Married,256.7184947,0
174721,65,45,4,F,Single,113.0630237,0
101099,19,0,4,F,Married,329.9957677,1
137009,49,30,4,F,Single,397.2310449,1
124277,23,6,4,F,Married,201.2941482,0
185817,17,0,4,F,Married,468.812173,1
171002,22,5,4,F,Single,244.891672,0
168868,66,47,4,M,Married,323.0443489,1
183622,54,35,4,F,Single,637.2057499,1
193478,33,15,4,F,Single,440.0273323,1
123957,61,41,4,M,Married,353.7379997,1
164414,47,28,4,M,Married,452.9421807,1
184796,35,18,4,M,Single,367.5393468,1
132897,62,43,4,M,Single,111.4821338,0
105608,51,31,4,M,Single,1061.157458,1
132443,21,4,4,F,Married,458.3320697,1
166717,26,9,4,F,Single,437.8661847,1
181132,19,2,4,F,Single,357.3328031,1
177284,21,4,4,M,Married,345.5634481,1
173729,34,16,4,M,Single,364.8843178,1
185247,70,50,4,M,Married,222.7849424,0
192946,26,9,4,M,Single,639.8119066,1
161445,66,49,4,M,Single,244.1192847,0
159763,24,5,4,F,Married,260.6415955,0
133868,25,6,4,M,Married,197.3016678,0
105468,16,0,4,M,Married,678.4732977,1
192662,20,1,4,F,Single,246.4211463,0
153157,27,10,4,F,Married,203.481941,0
124235,32,12,4,F,Married,137.7164092,0
103225,30,13,4,M,Single,730.0730083,1
179546,25,7,4,M,Single,468.4496821,1
158933,18,1,4,M,Single,482.7386923,1
138015,20,3,4,F,Single,729.9872438,1
171180,22,5,4,M,Married,437.0523196,1
105252,66,46,4,F,Married,284.7056429,0
147979,32,12,4,F,Married,327.3299205,1
105757,70,49,4,F,Single,543.7224607,1
126038,48,28,4,F,Married,357.2248106,1
116831,17,0,4,F,Single,589.1773458,1
144323,49,31,4,F,Married,334.1259667,1
185320,39,21,4,F,Single,482.8221754,1
134097,52,35,4,M,Single,309.0594526,1
129276,21,3,4,F,Married,183.7059455,0
166234,36,17,4,M,Single,396.7605129,1
137207,24,5,4,M,Single,867.5820474,1
103844,20,1,4,F,Married,213.1578344,0
182394,64,47,4,M,Single,19.35304501,0
167843,52,31,4,F,Married,381.7601006,1
170950,52,31,4,M,Single,599.6689883,1
195042,39,20,4,F,Married,360.0393453,1
192380,23,6,4,F,Married,176.9938099,0
189903,18,0,4,M,Single,418.0118186,1
197702,50,33,4,M,Single,390.2230925,1
104966,17,0,4,M,Married,406.9418929,1
142807,67,46,4,M,Married,149.3350989,0
185203,68,47,4,F,Single,49.06175555,0
118145,70,50,4,M,Single,50.63007245,0
132671,17,0,4,F,Single,421.8215092,1
197597,61,42,4,M,Married,361.5514503,1
112945,30,10,4,F,Married,301.6996352,1
140961,27,9,4,M,Married,356.4852108,1
160675,37,17,4,F,Married,446.9680208,1
193015,69,51,4,F,Single,315.2465065,1
101263,18,0,4,F,Single,196.4010079,0
149691,68,51,4,F,Married,106.744504,0
150040,21,3,4,M,Married,302.910467,1
168474,58,41,4,M,Married,365.4426038,1
185260,26,6,4,M,Single,504.1454866,1
126364,52,32,4,F,Married,326.2572924,1
158439,39,20,4,F,Married,589.6208365,1
192905,61,43,4,F,Single,312.522305,1
181227,65,44,4,F,Single,400.4735077,1
178595,42,22,4,F,Single,432.7490525,1
191335,22,4,4,M,Married,605.6072165,1
196422,30,10,4,F,Single,341.9201456,1
129264,44,26,4,F,Married,329.220829,1
138045,66,45,4,M,Single,59.74835755,0
161195,21,2,4,F,Married,282.6123076,0
192657,65,46,4,M,Single,89.07133084,0
120349,51,32,4,M,Single,432.9486699,1
103670,37,18,4,M,Married,413.2981039,1
196295,22,3,4,F,Single,437.2083539,1
120595,22,5,4,M,Single,807.1660883,1
101104,19,1,4,M,Married,540.408481,1
161941,18,0,4,M,Married,760.7036261,1
119170,17,0,4,F,Single,416.3096147,1
110052,60,42,4,F,Married,18.92269289,0
130092,21,3,4,F,Single,333.8098672,1
149666,24,5,4,M,Married,326.3896388,1
116764,40,23,4,M,Single,808.310749,1
134510,61,40,4,F,Married,145.003963,0
110958,70,49,4,F,Single,101.2669787,0
134318,26,6,4,M,Married,259.7499425,0
176052,21,3,4,F,Single,610.4427025,1
168051,52,34,4,F,Married,359.9510785,1
186152,66,46,4,M,Married,53.98897059,0
155246,23,5,4,M,Single,213.1314131,0
102169,56,38,4,M,Single,530.6103621,1
145885,44,26,4,M,Single,628.8964673,1
116257,70,52,4,M,Single,300.2694754,1
137736,20,2,4,M,Single,832.5978179,1
128860,62,42,4,F,Single,90.32206754,0
172961,32,11,4,F,Married,223.1211246,0
190883,32,12,4,F,Single,352.8787669,1
170071,47,28,4,F,Single,214.0519855,0
142616,67,46,4,M,Single,321.5625934,1
191601,52,31,4,M,Married,584.728272,1
156506,61,40,4,F,Single,574.0934294,1
169516,16,0,4,M,Married,673.8552929,1
145500,31,11,4,F,Single,758.6592321,1
153449,65,45,4,M,Single,478.7439131,1
114868,18,0,4,F,Single,699.0305029,1
149939,59,38,4,F,Married,600.9593922,1
103229,32,11,4,M,Married,565.3811755,1
138700,34,15,4,M,Single,284.0077688,0
119016,52,35,4,F,Single,524.0062141,1
137038,62,43,4,M,Single,358.6892509,1
178951,17,0,4,F,Single,918.7340673,1
121512,35,14,4,F,Single,271.6713621,0
173574,19,2,4,F,Married,479.3297971,1
140664,22,3,4,M,Married,232.1748725,0
162881,56,37,4,M,Married,186.985364,0
187381,27,6,4,M,Married,306.4509931,1
193281,49,29,4,F,Single,424.6187252,1
187973,19,2,4,F,Single,739.8044903,1
160933,16,0,4,F,Single,378.2856373,1
195442,42,23,4,F,Married,151.6055874,0
163095,60,43,4,F,Married,146.7581689,0
161689,64,44,4,M,Single,38.39959509,0
177909,60,40,4,F,Single,126.1104143,0
162251,30,13,4,F,Married,315.6685673,1
147194,44,27,4,F,Single,416.7455539,1
183217,45,25,4,M,Single,378.6973128,1
166908,39,19,4,F,Married,180.1626966,0
176657,36,16,4,F,Single,652.9423246,1
136920,55,37,4,M,Married,362.7935448,1
102171,61,44,4,F,Single,376.5063767,1
126854,25,7,4,F,Married,146.3538524,0
173492,60,39,4,M,Married,346.9386523,1
186022,70,50,4,M,Single,409.4627203,1
198952,60,39,4,F,Married,345.2054142,1
164088,68,51,4,M,Single,47.04962724,0
163382,41,22,4,M,Married,546.6772185,1
139225,21,4,4,M,Married,273.640839,0
153822,36,19,4,F,Married,365.2978239,1
192330,51,31,4,F,Married,286.3316671,0
180426,25,7,4,M,Single,3227,1
154885,23,5,4,F,Married,274.6576474,0
151563,60,43,4,M,Single,107.8114166,0
175429,21,2,4,F,Married,495.187766,1
124931,58,38,4,M,Married,579.3588041,1
113398,41,22,4,F,Married,364.7726498,1
153258,67,48,4,F,Single,107.9707894,0
142870,36,16,4,F,Single,144.1626216,0
114362,57,37,4,M,Single,469.4075879,1
137786,17,0,4,M,Married,537.1256702,1
155530,17,0,4,M,Single,433.6890578,1
114629,70,53,4,M,Married,280.0771197,0
151323,58,37,4,M,Married,409.1785866,1
182372,19,2,4,F,Single,234.3263463,0
158139,63,42,4,M,Single,349.9552586,1
140641,18,0,4,F,Single,370.7909449,1
196750,65,46,4,F,Single,41.47417968,0
181704,21,3,4,F,Married,424.7213268,1
115456,17,0,4,M,Single,1776.525239,1
184327,65,48,4,F,Single,418.7371198,1
119693,40,23,4,M,Single,545.415933,1
121197,57,37,4,F,Married,436.2360182,1
160894,22,4,4,F,Single,341.2988319,1
141965,58,37,4,F,Single,231.7936213,0
182324,27,6,4,M,Single,851.2897498,1
138606,41,23,4,M,Single,497.2546463,1
162467,16,0,4,M,Married,446.5852619,1
119703,23,5,4,M,Single,418.9797333,1
136014,29,11,4,M,Single,813.7948792,1
130378,40,23,4,M,Married,640.6807811,1
173057,60,43,4,F,Single,305.7744547,1
149890,70,51,4,F,Single,306.8943535,1
163642,19,0,4,M,Single,403.3128501,1
162707,60,43,4,F,Single,198.8351675,0
105925,69,49,4,F,Married,31.48278112,0
153210,19,2,4,F,Married,187.3141493,0
119478,17,0,4,F,Single,744.9886189,1
145841,39,22,4,M,Single,420.8534944,1
163701,30,10,4,M,Married,317.7728698,1
179399,38,19,4,M,Single,390.3124558,1
146398,40,23,4,M,Married,619.8452402,1
156288,24,6,4,M,Married,567.0280937,1
188268,38,17,4,M,Single,488.8218131,1
151938,46,25,4,F,Married,356.5424441,1
152732,24,5,4,M,Single,987.0121712,1
197277,38,18,4,M,Single,429.5579461,1
117762,60,43,4,F,Single,518.349276,1
149152,36,15,4,M,Married,350.6783228,1
126625,65,48,4,M,Single,132.1886584,0
149662,34,16,4,M,Married,732.911493,1
141788,50,32,4,F,Married,196.1852896,0
162958,45,26,4,F,Married,532.4444303,1
115238,60,40,4,M,Single,198.4374006,0
157066,62,44,4,F,Single,46.58064516,0
135046,53,34,4,F,Single,350.837945,1
100532,44,23,4,M,Single,775.2016057,1
110911,68,47,4,M,Single,88.93732999,0
153031,23,5,4,M,Married,502.8963159,1
111066,67,46,4,M,Single,68.45241461,0
117338,68,47,4,F,Married,179.8111318,0
175012,31,14,4,F,Single,421.5918256,1
109715,33,15,4,M,Married,503.3392623,1
103366,20,1,4,F,Married,286.4642331,0
149313,67,46,4,M,Married,226.4673076,0
122926,61,40,4,F,Single,43.25624195,0
